compound,river,date_sampled,year,result,result_unit,group
Permethrin,Montague River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Pyridaben,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Thiamethoxam,Montague River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Terbacil,Morell River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Azoxystrobin,Mill River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Rimsulfuron,Huntley River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Methamidophos,Morell River,08/24/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Metribuzin,Wilmot River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Chlorothalonil,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,West River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Chlorantraniliprole,West River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Sulfentrazone,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.504,ng/ml,Herbicides
Ethofumesate,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Phorate,Huntley River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorpyrifos,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Mancozeb,Clyde River,08/18/2015 12:00:00 AM,2015,< 100,ng/ml,Fungicides
Mancozeb,Clyde River,08/18/2015 12:00:00 AM,2015,< 100,ng/ml,Fungicides
Heptachlor,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Rimsulfuron,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Mill River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Metalaxyl,Montague River,08/10/2011 12:00:00 AM,2011,< 0.03,ng/ml,Fungicides
Fludioxonil,Huntley River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Chlorthal-Dimethyl,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azinphos-Methyl,Wilmot River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Permethrin,Huntley River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metiram,Mill River,07/20/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Metiram,Mill River,07/20/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Phorate,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Dimethoate,Mill River,10/05/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Propiconazole,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dimethoate,Mill River,09/28/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Metconazole,Montague River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Linuron,Clyde River,07/21/2015 12:00:00 AM,2015,< 0.02,ng/ml,Herbicides
Dimethoate,Mill River,05/28/2018 12:00:00 AM,2018,< 0.255,ng/ml,Insecticides
Chlorpyrifos,Morell River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metalaxyl,Montague River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Metalaxyl,Mill River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Hexazinone,West River,08/12/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Thiophanate-Methyl,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Linuron,Huntley River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Herbicides
Permethrin,Mill River,07/29/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Azoxystrobin,West River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Sulfoxaflor,Mill River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,Morell River,07/22/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Metobromuron,Montague River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Thiamethoxam,Huntley River,08/18/2015 12:00:00 AM,2015,0.02,ng/ml,Insecticides
Mancozeb,Dunk River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Dunk River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Chlorpyrifos,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Cypermethrin,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Oxyfluorfen,Montague River,05/28/2018 12:00:00 AM,2018,< 0.123,ng/ml,Herbicides
Dinotefuran,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Atrazine,West River,08/17/2016 12:00:00 AM,2016,< 0.03,ng/ml,Herbicides
Metiram,Winter River,09/09/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Metiram,Winter River,09/09/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Azoxystrobin,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Tri-Allate,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Diquat,Winter River,08/25/2011 12:00:00 AM,2011,< 10,ng/ml,Herbicides
Dimethoate,Morell River,07/14/2010 12:00:00 AM,2010,< 0.04,ng/ml,Insecticides
Dimethoate,Morell River,07/14/2010 12:00:00 AM,2010,< 0.04,ng/ml,Insecticides
Phorate,Huntley River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Metobromuron,Winter River,07/20/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Phorate,Mill River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Metalaxyl,Mill River,08/21/2014 12:00:00 AM,2014,< 0.03,ng/ml,Fungicides
Azoxystrobin,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Pyridaben,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Chlorothalonil,Montague River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Linuron,Montague River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Difenoconazole,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.102,ng/ml,Fungicides
Imidacloprid,West River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Metobromuron,Morell River,08/08/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Metalaxyl,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Fungicides
Metalaxyl,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Fungicides
Mancozeb,Clyde River,07/25/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Mancozeb,Clyde River,07/25/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Fludioxonil,West River,08/16/2016 12:00:00 AM,2016,< 0.01,ng/ml,Fungicides
Thiophanate-Methyl,Montague River,07/20/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Hexazinone,Morell River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Hexazinone,Morell River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Rimsulfuron,Wilmot River,09/17/2009 12:00:00 AM,2009,< 0.05,ng/ml,Herbicides
Mcpa,Morell River,07/14/2010 12:00:00 AM,2010,< 0.5,ng/ml,Herbicides
Mcpa,Morell River,07/14/2010 12:00:00 AM,2010,< 0.5,ng/ml,Herbicides
Cypermethrin,Morell River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Atrazine,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Atrazine,Winter River,07/29/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Metalaxyl,Wilmot River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Thiophanate-Methyl,Morell River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Thiophanate-Methyl,Dunk River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Propiconazole,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Fungicides
Thiophanate-Methyl,Winter River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metconazole,Winter River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Cypermethrin,Montague River,06/27/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Propiconazole,Wilmot River,08/13/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Fludioxonil,Mill River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Metiram,Mill River,08/25/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Metiram,Mill River,08/25/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Cypermethrin,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Thiamethoxam,West River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Metribuzin,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Carbofuran,Montague River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Insecticides
Paraquat,Wilmot River,08/29/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Monolinuron,Montague River,05/28/2018 12:00:00 AM,2018,< 0.61,ng/ml,Herbicides
Fludioxonil,Clyde River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Azoxystrobin,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Terbacil,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.107,ng/ml,Herbicides
Dimethoate,Mill River,08/22/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Diquat,Morell River,07/14/2010 12:00:00 AM,2010,< 10,ng/ml,Herbicides
Diquat,Morell River,07/14/2010 12:00:00 AM,2010,< 10,ng/ml,Herbicides
Metobromuron,Morell River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Carbofuran,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Fludioxonil,Wilmot River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Fungicides
Chlorothalonil,Huntley River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Thiophanate-Methyl,Morell River,08/17/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Allidochlor,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metribuzin,Mill River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Clothianidin,Dunk River,09/28/2017 12:00:00 AM,2017,0.03,ng/ml,Insecticides
Ethalfluralin,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.125,ng/ml,Herbicides
Triclopyr,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Phorate,Winter River,06/27/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Imidacloprid,Montague River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Chlorantraniliprole,Morell River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Insecticides
Propiconazole,Wilmot River,09/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Fungicides
Imidacloprid,Huntley River,08/19/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Thiamethoxam,Morell River,08/17/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Fludioxonil,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.01,ng/ml,Fungicides
Atrazine,Mill River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorpyrifos,West River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Fludioxonil,West River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Fungicides
Fludioxonil,West River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Fungicides
Thiamethoxam,Wilmot River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Linuron,Winter River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Carbofuran,Wilmot River,08/29/2012 12:00:00 AM,2012,< 0.05,ng/ml,Insecticides
Metribuzin,West River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Metribuzin,West River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Fludioxonil,Mill River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Nitenpyram,Mill River,05/28/2018 12:00:00 AM,2018,< 0.005,ng/ml,Insecticides
Clothianidin,West River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Clothianidin,West River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Metalaxyl,Huntley River,08/19/2009 12:00:00 AM,2009,< 0.03,ng/ml,Fungicides
Thiophanate-Methyl,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Clothianidin,Clyde River,07/20/2017 12:00:00 AM,2017,0.01,ng/ml,Insecticides
Linuron,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Chlorantraniliprole,West River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Thiophanate-Methyl,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Dimethoate,Morell River,10/05/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Eptc,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Methamidophos,West River,08/21/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Chlorpyrifos,Wilmot River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Huntley River,08/24/2017 12:00:00 AM,2017,0.17,ng/ml,Fungicides
Metobromuron,Morell River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Carbofuran,Montague River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Azinphos-Methyl,West River,09/18/2013 12:00:00 AM,2013,< 0.03,ng/ml,Insecticides
Chlorothalonil,Morell River,08/17/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Azoxystrobin,Mill River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Dimethoate,Montague River,09/09/2014 12:00:00 AM,2014,< 0.04,ng/ml,Insecticides
Fludioxonil,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Metiram,Huntley River,09/17/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Metiram,Huntley River,09/17/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Naled,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.151,ng/ml,Insecticides
Fludioxonil,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Fungicides
Metalaxyl,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Allidochlor,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Mancozeb,Winter River,08/24/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Winter River,08/24/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Methamidophos,Dunk River,07/19/2016 12:00:00 AM,2016,< 5.0,ng/ml,Insecticides
Chlorothalonil,Clyde River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Methamidophos,Huntley River,08/29/2012 12:00:00 AM,2012,< 5.0,ng/ml,Insecticides
Carbofuran,Winter River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Benfluralin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Hexazinone,Mill River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Dimethoate,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.04,ng/ml,Insecticides
Methamidophos,Dunk River,08/21/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Metribuzin,Montague River,07/29/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Hexazinone,Wilmot River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Flamprop-Methyl,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azinphos-Methyl,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Triticonazole,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Imidacloprid,West River,07/22/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Propiconazole,Mill River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Methamidophos,Mill River,09/14/2011 12:00:00 AM,2011,< 5.0,ng/ml,Insecticides
Propiconazole,Morell River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dimethoate,Wilmot River,07/21/2015 12:00:00 AM,2015,< 0.04,ng/ml,Insecticides
Atrazine,Mill River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Cypermethrin,Montague River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Permethrin,Winter River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Carbofuran,Huntley River,09/19/2012 12:00:00 AM,2012,< 0.05,ng/ml,Insecticides
Metribuzin,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Methamidophos,West River,08/08/2013 12:00:00 AM,2013,< 5.0,ng/ml,Insecticides
Fludioxonil,Morell River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Azoxystrobin,Huntley River,07/14/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Thiacloprid,West River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Metribuzin,Morell River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Thiophanate-Methyl,Huntley River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Metobromuron,Huntley River,09/17/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Diazinon,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Azinphos-Methyl,Mill River,07/20/2011 12:00:00 AM,2011,< 0.03,ng/ml,Insecticides
Metribuzin,West River,08/08/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Metconazole,West River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Thiabendazole,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Permethrin,Morell River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Metiram,Wilmot River,08/13/2015 12:00:00 AM,2015,< 1000,ng/ml,Fungicides
Metiram,Wilmot River,08/13/2015 12:00:00 AM,2015,< 1000,ng/ml,Fungicides
Phorate,Mill River,07/20/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Fludioxonil,Clyde River,07/19/2012 12:00:00 AM,2012,< 0.01,ng/ml,Fungicides
Hexazinone,West River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiamethoxam,Mill River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Pirimicarb,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Rimsulfuron,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Linuron,Winter River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Propiconazole,West River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Propiconazole,Winter River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Spiromesifen,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metribuzin,Morell River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Permethrin,Morell River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Rimsulfuron,Wilmot River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiacloprid,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Carbofuran,Montague River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Imidacloprid,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Insecticides
Bromophos-Ethyl,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Thiophanate-Methyl,Wilmot River,09/17/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Hexazinone,Montague River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Imidacloprid,Dunk River,08/16/2016 12:00:00 AM,2016,0.03,ng/ml,Insecticides
Carbofuran,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Chlorantraniliprole,Montague River,07/29/2014 12:00:00 AM,2014,0.05,ng/ml,Insecticides
Hexazinone,Dunk River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Herbicides
Linuron,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Picoxystrobin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Permethrin,Mill River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Montague River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Imidacloprid,Dunk River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Ethalfluralin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.125,ng/ml,Herbicides
Chlorpyrifos,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Imazamethabenz,West River,05/28/2018 12:00:00 AM,2018,< 0.05,ng/ml,Herbicides
Imidacloprid,Huntley River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Dichlorprop,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Clothianidin,Winter River,07/20/2017 12:00:00 AM,2017,0.03,ng/ml,Insecticides
Propiconazole,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Boscalid,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Azinphos-Methyl,Morell River,08/04/2010 12:00:00 AM,2010,< 0.03,ng/ml,Insecticides
Metribuzin,Huntley River,07/14/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Chlorantraniliprole,Dunk River,07/19/2016 12:00:00 AM,2016,0.05,ng/ml,Insecticides
Mancozeb,Mill River,09/28/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Mill River,09/28/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Winter River,09/14/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Mancozeb,Winter River,09/14/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Carbofuran,Winter River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Carbofuran,Winter River,09/14/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Chlorantraniliprole,Huntley River,09/17/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Fludioxonil,Winter River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Azinphos-Methyl,Winter River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Dimethoate,Mill River,09/14/2011 12:00:00 AM,2011,< 0.04,ng/ml,Insecticides
Metribuzin,Mill River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorpyrifos,Huntley River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Rimsulfuron,Winter River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Morell River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Paraquat,West River,08/08/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Azinphos-Methyl,Montague River,09/09/2014 12:00:00 AM,2014,< 0.03,ng/ml,Insecticides
Pyrimethanil,West River,05/28/2018 12:00:00 AM,2018,< 0.053,ng/ml,Fungicides
Azoxystrobin,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Propiconazole,Dunk River,08/04/2010 12:00:00 AM,2010,< 0.1,ng/ml,Fungicides
Chlorantraniliprole,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Insecticides
Dioxathion,Mill River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Insecticides
Sulfoxaflor,Montague River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metribuzin,Wilmot River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Fluroxypyr,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metribuzin,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Mcpa,Huntley River,08/19/2009 12:00:00 AM,2009,< 0.5,ng/ml,Herbicides
Hexazinone,Mill River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Metconazole,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Thiamethoxam,Winter River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Mill River,08/18/2014 12:00:00 AM,2014,< 0.03,ng/ml,Insecticides
Metobromuron,Montague River,09/14/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Tetradifon,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Acaricides
Rimsulfuron,Winter River,09/14/2011 12:00:00 AM,2011,< 0.05,ng/ml,Herbicides
Flonicamid,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Rimsulfuron,Clyde River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Cypermethrin,Wilmot River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Phorate,Montague River,06/27/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Fludioxonil,Morell River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
